name,stats_total,weakness,individual_stats,types
pelipper,440,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 50, 100, 95, 70, 65]","['water', 'flying']"
ralts,198,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 4, 'poison': 1.0, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[28, 25, 25, 45, 35, 40]","['psychic', 'fairy']"
kirlia,278,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 4, 'poison': 1.0, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[38, 35, 35, 65, 55, 50]","['psychic', 'fairy']"
gardevoir,518,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 4, 'poison': 1.0, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[68, 65, 65, 125, 115, 80]","['psychic', 'fairy']"
surskit,269,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 0.5, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[40, 30, 32, 50, 52, 65]","['bug', 'water']"
masquerain,454,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 0.5, 'grass': 4, 'ice': 1, 'fighting': 1.0, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[70, 60, 62, 100, 82, 80]","['bug', 'flying']"
shroomish,295,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 40, 60, 40, 60, 35]",['grass']
breloom,460,"{'normal': 2, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 0.25, 'ground': 2, 'flying': 0.25, 'psychic': 0.5, 'bug': 0.25, 'rock': 4, 'ghost': 0, 'dragon': 0.5, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[60, 130, 80, 60, 60, 70]","['grass', 'fighting']"
slakoth,280,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 60, 60, 35, 35, 30]",['normal']
vigoroth,440,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[80, 80, 80, 55, 55, 90]",['normal']
slaking,670,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[150, 160, 100, 95, 65, 100]",['normal']
nincada,266,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 2, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 1.0, 'ground': 1, 'flying': 0.0, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[31, 45, 90, 30, 30, 40]","['bug', 'ground']"
ninjask,456,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 0.5, 'grass': 4, 'ice': 1, 'fighting': 1.0, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[61, 90, 45, 50, 50, 160]","['bug', 'flying']"
shedinja,236,"{'normal': 0, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 4, 'bug': 1, 'rock': 1, 'ghost': 1.0, 'dragon': 1, 'dark': 1.0, 'steel': 0.5, 'fairy': 0.5}","[1, 90, 45, 30, 30, 40]","['bug', 'ghost']"
whismur,240,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[64, 51, 23, 51, 23, 28]",['normal']
loudred,360,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[84, 71, 43, 71, 43, 48]",['normal']
exploud,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[104, 91, 63, 91, 73, 68]",['normal']
makuhita,237,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[72, 60, 30, 20, 30, 25]",['fighting']
hariyama,474,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[144, 120, 60, 40, 60, 50]",['fighting']
azurill,190,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 2, 'dark': 2, 'steel': 0.25, 'fairy': 1}","[50, 20, 40, 20, 40, 20]","['normal', 'fairy']"
nosepass,375,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[30, 45, 135, 45, 90, 30]",['rock']
skitty,260,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 45, 45, 35, 35, 50]",['normal']
delcatty,400,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[70, 65, 65, 55, 55, 90]",['normal']
sableye,380,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 4, 'bug': 1, 'rock': 1, 'ghost': 4, 'dragon': 1, 'dark': 0.25, 'steel': 1, 'fairy': 0.5}","[50, 75, 75, 65, 65, 50]","['dark', 'ghost']"
mawile,380,"{'normal': 1, 'fire': 0.25, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.25, 'fairy': 2}","[50, 85, 85, 55, 55, 50]","['steel', 'fairy']"
aron,330,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 2}","[50, 70, 100, 40, 40, 30]","['steel', 'rock']"
lairon,430,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 2}","[60, 90, 140, 50, 50, 40]","['steel', 'rock']"
aggron,530,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 2}","[70, 110, 180, 60, 60, 50]","['steel', 'rock']"
meditite,280,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 1.0, 'ground': 1, 'flying': 0.5, 'psychic': 0.25, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 0, 'steel': 1.0, 'fairy': 0.5}","[30, 40, 55, 40, 55, 60]","['fighting', 'psychic']"
medicham,410,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 1.0, 'ground': 1, 'flying': 0.5, 'psychic': 0.25, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 0, 'steel': 1.0, 'fairy': 0.5}","[60, 60, 75, 60, 75, 80]","['fighting', 'psychic']"
electrike,295,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[40, 45, 40, 65, 40, 65]",['electric']
manectric,475,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[70, 75, 60, 105, 60, 105]",['electric']
plusle,405,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[60, 50, 40, 85, 75, 95]",['electric']
minun,405,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[60, 40, 50, 75, 85, 95]",['electric']
volbeat,430,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[65, 73, 75, 47, 85, 85]",['bug']
illumise,430,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[65, 47, 75, 73, 85, 85]",['bug']
roselia,400,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.25, 'ground': 1.0, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0.0, 'fairy': 2}","[50, 60, 45, 100, 80, 65]","['grass', 'poison']"
gulpin,302,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[70, 43, 53, 43, 53, 40]",['poison']
swalot,467,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[100, 73, 83, 73, 83, 55]",['poison']
carvanha,305,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 1, 'fairy': 0.5}","[45, 90, 20, 65, 20, 65]","['water', 'dark']"
sharpedo,460,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 1, 'fairy': 0.5}","[70, 120, 40, 95, 40, 95]","['water', 'dark']"
wailmer,400,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[130, 70, 35, 70, 35, 60]",['water']
wailord,500,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[170, 90, 45, 90, 45, 60]",['water']
numel,305,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 4, 'fairy': 1}","[60, 60, 40, 65, 45, 35]","['fire', 'ground']"
camerupt,460,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 4, 'fairy': 1}","[70, 100, 70, 105, 75, 40]","['fire', 'ground']"
torkoal,470,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[70, 85, 140, 85, 70, 20]",['fire']
spoink,330,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[60, 25, 35, 70, 80, 60]",['psychic']
grumpig,470,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[80, 45, 65, 90, 110, 80]",['psychic']
spinda,360,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 60, 60, 60, 60, 60]",['normal']
trapinch,290,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[45, 100, 45, 45, 45, 10]",['ground']
vibrava,340,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1.0, 'fairy': 0}","[50, 70, 50, 50, 50, 70]","['ground', 'dragon']"
flygon,520,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1.0, 'fairy': 0}","[80, 100, 80, 80, 80, 100]","['ground', 'dragon']"
cacnea,335,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 85, 40, 85, 40, 35]",['grass']
cacturne,475,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[70, 115, 60, 115, 60, 55]","['grass', 'dark']"
swablu,310,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[45, 40, 60, 40, 75, 50]","['normal', 'flying']"
altaria,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[75, 70, 90, 70, 105, 80]","['dragon', 'flying']"
zangoose,458,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[73, 115, 60, 60, 60, 90]",['normal']
seviper,458,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[73, 100, 60, 100, 60, 65]",['poison']
lunatone,460,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1.0, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[90, 55, 65, 95, 85, 70]","['rock', 'psychic']"
solrock,460,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1.0, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[90, 95, 85, 55, 65, 70]","['rock', 'psychic']"
barboach,288,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 2, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[50, 48, 43, 46, 41, 60]","['water', 'ground']"
whiscash,468,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 2, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[110, 78, 73, 76, 71, 60]","['water', 'ground']"
corphish,308,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[43, 80, 65, 50, 35, 35]",['water']
crawdaunt,468,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 1, 'fairy': 0.5}","[63, 120, 85, 90, 55, 55]","['water', 'dark']"
baltoy,300,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 4, 'ground': 1, 'flying': 0, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 1.0, 'fairy': 1}","[40, 40, 55, 40, 70, 55]","['ground', 'psychic']"
claydol,500,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 4, 'ground': 1, 'flying': 0, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 1.0, 'fairy': 1}","[60, 70, 105, 70, 120, 75]","['ground', 'psychic']"
lileep,355,"{'normal': 1, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 0.5, 'ground': 1.0, 'flying': 1.0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[66, 41, 77, 61, 87, 23]","['rock', 'grass']"
cradily,495,"{'normal': 1, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 0.5, 'ground': 1.0, 'flying': 1.0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[86, 81, 97, 81, 107, 43]","['rock', 'grass']"
anorith,355,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.25, 'poison': 0.5, 'ground': 0.5, 'flying': 1.0, 'psychic': 2, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[45, 95, 50, 40, 50, 75]","['rock', 'bug']"
armaldo,495,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.25, 'poison': 0.5, 'ground': 0.5, 'flying': 1.0, 'psychic': 2, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[75, 125, 100, 70, 80, 45]","['rock', 'bug']"
feebas,200,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[20, 15, 20, 10, 55, 80]",['water']
milotic,540,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[95, 60, 79, 100, 125, 81]",['water']
